tollgate_id,time_window,direction,volume
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,79.3099301805
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,79.3099301805
2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,79.3099301805
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,79.3099301805
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,79.3099301805
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,56.7123735208
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,56.7123735208
2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,56.7123735208
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,56.7123735208
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,56.7123735208
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,57.0083508532
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,57.0083508532
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,57.0083508532
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,57.0083508532
2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,57.0083508532
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,57.0083508532
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,57.0083508532
2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,57.0083508532
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,57.0083508532
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,57.0083508532
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,96.6337425556
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,96.6337425556
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,96.6337425556
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,96.6337425556
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,96.6337425556
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,96.929719888
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,96.929719888
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,96.929719888
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,96.929719888
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,96.929719888
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,96.929719888
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,96.929719888
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,96.929719888
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,96.929719888
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,96.929719888
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,93.5359217571
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,93.5359217571
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,93.5359217571
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,93.5359217571
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,93.5359217571
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,93.8318990895
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,93.8318990895
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,93.8318990895
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,93.8318990895
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,93.8318990895
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,93.8318990895
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,93.8318990895
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,93.8318990895
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,93.8318990895
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,93.8318990895
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,80.0254400309
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,80.0254400309
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,80.0254400309
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,80.0254400309
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,80.0254400309
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,80.3214173633
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,80.3214173633
2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,80.3214173633
3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,80.3214173633
3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,80.3214173633
3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,80.3214173633
2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,80.3214173633
3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,80.3214173633
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,80.3214173633
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,80.3214173633
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,57.7238607036
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,57.7238607036
2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,57.7238607036
3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,57.7238607036
3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,57.7238607036
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,58.0198380359
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,58.0198380359
2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,58.0198380359
3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,58.0198380359
3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,58.0198380359
3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,58.0198380359
3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,58.0198380359
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,58.0198380359
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,58.0198380359
2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,58.0198380359
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,97.5288346335
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,97.5288346335
2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,97.5288346335
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,97.5288346335
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,97.5288346335
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,97.8248119659
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,97.8248119659
2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,97.8248119659
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,97.8248119659
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,97.8248119659
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,97.8248119659
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,97.8248119659
2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,97.8248119659
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,97.8248119659
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,97.8248119659
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,94.431013835
2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,94.431013835
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,94.431013835
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,94.431013835
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,94.431013835
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,94.7269911674
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,94.7269911674
2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,94.7269911674
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,94.7269911674
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,94.7269911674
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,94.7269911674
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,94.7269911674
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,94.7269911674
2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,94.7269911674
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,94.7269911674
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,79.743626646
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,79.743626646
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,79.743626646
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,79.743626646
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,79.743626646
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,80.0396039784
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,80.0396039784
2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,80.0396039784
3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,80.0396039784
3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,80.0396039784
3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,80.0396039784
2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,80.0396039784
3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,80.0396039784
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,80.0396039784
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,80.0396039784
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,57.4420473187
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,57.4420473187
2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,57.4420473187
3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,57.4420473187
3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,57.4420473187
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,57.738024651
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,57.738024651
2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,57.738024651
3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,57.738024651
3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,57.738024651
3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,57.738024651
3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,57.738024651
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,57.738024651
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,57.738024651
2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,57.738024651
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,102.956589214
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,102.956589214
2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,102.956589214
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,102.956589214
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,102.956589214
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,103.252566546
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,103.252566546
2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,103.252566546
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,103.252566546
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,103.252566546
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,103.252566546
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,103.252566546
2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,103.252566546
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,103.252566546
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,103.252566546
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,99.858768415
2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,99.858768415
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,99.858768415
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,99.858768415
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,99.858768415
2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,100.154745747
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,100.154745747
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,100.154745747
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,100.154745747
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,100.154745747
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,100.154745747
2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,100.154745747
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,100.154745747
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,100.154745747
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,100.154745747
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,85.7437540913
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,85.7437540913
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,85.7437540913
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,85.7437540913
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,85.7437540913
3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,86.0397314237
2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,86.0397314237
3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,86.0397314237
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,86.0397314237
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,86.0397314237
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,86.0397314237
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,86.0397314237
2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,86.0397314237
3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,86.0397314237
3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,86.0397314237
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,63.442174764
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,63.442174764
2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,63.442174764
3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,63.442174764
3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,63.442174764
3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,63.7381520963
3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,63.7381520963
2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,63.7381520963
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,63.7381520963
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,63.7381520963
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,63.7381520963
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,63.7381520963
2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,63.7381520963
3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,63.7381520963
3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,63.7381520963
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,97.176365417
2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,97.176365417
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,97.176365417
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,97.176365417
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,97.176365417
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,97.4723427494
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,97.4723427494
2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,97.4723427494
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,97.4723427494
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,97.4723427494
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,97.4723427494
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,97.4723427494
2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,97.4723427494
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,97.4723427494
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,97.4723427494
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,94.0785446185
2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,94.0785446185
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,94.0785446185
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,94.0785446185
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,94.0785446185
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,94.3745219509
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,94.3745219509
2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,94.3745219509
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,94.3745219509
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,94.3745219509
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,94.3745219509
2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,94.3745219509
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,94.3745219509
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,94.3745219509
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,94.3745219509
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,75.3344962318
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,75.3344962318
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,75.3344962318
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,75.3344962318
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,75.3344962318
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,75.6304735642
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,75.6304735642
2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,75.6304735642
3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,75.6304735642
3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,75.6304735642
3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,75.6304735642
2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,75.6304735642
3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,75.6304735642
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,75.6304735642
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,75.6304735642
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,53.0329169045
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,53.0329169045
2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,53.0329169045
3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,53.0329169045
3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,53.0329169045
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,53.3288942369
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,53.3288942369
2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,53.3288942369
3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,53.3288942369
3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,53.3288942369
3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,53.3288942369
3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,53.3288942369
2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,53.3288942369
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,53.3288942369
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,53.3288942369
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,95.3887209696
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,95.3887209696
2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,95.3887209696
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,95.3887209696
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,95.3887209696
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,95.684698302
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,95.684698302
2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,95.684698302
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,95.684698302
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,95.684698302
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,95.684698302
2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,95.684698302
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,95.684698302
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,95.684698302
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,95.684698302
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,92.2909001711
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,92.2909001711
2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,92.2909001711
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,92.2909001711
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,92.2909001711
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,92.5868775034
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,92.5868775034
2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,92.5868775034
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,92.5868775034
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,92.5868775034
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,92.5868775034
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,92.5868775034
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,92.5868775034
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,92.5868775034
2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,92.5868775034
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,78.5532029368
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,78.5532029368
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,78.5532029368
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,78.5532029368
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,78.5532029368
3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,78.8491802692
2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,78.8491802692
3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,78.8491802692
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,78.8491802692
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,78.8491802692
3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,78.8491802692
3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,78.8491802692
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,78.8491802692
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,78.8491802692
2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,78.8491802692
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,56.2516236095
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,56.2516236095
2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,56.2516236095
3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,56.2516236095
3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,56.2516236095
3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,56.5476009419
