intersection_id,tollgate_id,time_window,avg_travel_time
B,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",131.45552063
C,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",194.328765869
C,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",178.84173584
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",75.6418762207
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",124.129745483
B,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",155.184432983
B,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",122.9324646
C,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",180.768951416
C,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",167.929397583
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",79.0303726196
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",138.372940063
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",158.9818573
B,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",126.582038879
C,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",199.230895996
C,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",182.08706665
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",71.6323776245
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",129.207458496
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",184.081848145
B,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",150.071075439
C,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",213.124023438
C,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",197.995758057
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",77.186050415
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",154.635559082
B,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",206.464447021
B,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",162.287887573
C,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",227.924499512
C,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",208.353713989
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",70.1291732788
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",154.040710449
B,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",194.591094971
B,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",149.468063354
C,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",224.705352783
C,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",196.686019897
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",69.6097793579
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",131.604476929
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",90.8773345947
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",98.6700744629
C,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",193.001205444
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",94.1973800659
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",165.740005493
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",119.035110474
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",215.184387207
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",85.1165313721
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",160.07975769
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",106.134422302
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",116.128158569
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",200.841461182
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",68.059463501
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",136.949859619
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",95.6518096924
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",194.408493042
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",221.212982178
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",87.4346923828
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",170.161239624
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",115.917381287
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",133.341964722
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",259.122924805
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",78.506980896
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",153.679077148
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",111.81867981
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",120.963829041
C,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",225.028625488
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",77.4333724976
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",121.618362427
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",109.874641418
B,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",101.42527771
C,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",171.27406311
C,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",190.960372925
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",75.6373519897
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",126.708351135
B,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",118.586013794
B,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",97.1559143066
C,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",188.733200073
C,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",208.877441406
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",78.9830245972
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",134.748046875
B,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",126.718643188
B,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",101.953956604
C,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",198.351364136
C,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",203.140548706
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",65.5288772583
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",117.70803833
B,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",113.765213013
C,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",195.225357056
C,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",194.634994507
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",72.2963790894
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",127.093093872
B,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",145.015670776
B,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",135.194854736
C,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",219.532348633
C,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",225.423309326
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",80.4291305542
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",138.260879517
B,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",143.536865234
B,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",129.808197021
C,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",221.457321167
C,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",204.776580811
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",80.5015411377
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",136.912307739
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",87.4909515381
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",143.079147339
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",115.700584412
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",84.3375091553
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",192.846893311
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",90.9187469482
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",159.606613159
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",122.768539429
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",96.4443511963
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",197.922027588
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",75.6561965942
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",140.949142456
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",117.621543884
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",88.0351791382
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",203.879257202
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",182.547271729
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",82.5996398926
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",144.750030518
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",116.890785217
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",89.3592681885
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",190.158660889
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",82.1128540039
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",145.272155762
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",122.280349731
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",87.9586410522
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",214.731765747
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",79.7182235718
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",128.853530884
B,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",128.033630371
B,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",106.523887634
C,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",228.1118927
C,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",193.592880249
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",81.1794433594
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",127.994178772
B,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",134.465332031
B,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",104.497032166
C,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",225.381576538
C,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",194.41809082
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",91.1525039673
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",138.552505493
B,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",149.452178955
B,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",124.527282715
C,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",244.838806152
C,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",220.102005005
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",80.2611465454
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",146.640228271
B,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",177.443649292
B,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",145.934616089
C,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",264.952941895
C,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",208.954421997
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",93.5871276855
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",161.259063721
B,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",196.066268921
B,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",160.933166504
C,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",279.81729126
C,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",227.555541992
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",89.4956054688
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",163.808883667
B,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",199.315231323
B,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",166.154754639
C,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",276.39944458
C,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",224.064376831
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",85.2700805664
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",138.659011841
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",166.85925293
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",93.6956329346
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",143.309036255
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",175.253128052
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",256.249755859
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",92.903427124
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",162.464248657
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",173.351821899
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",140.556640625
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",268.194824219
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",205.094909668
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",89.9786758423
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",154.233764648
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",173.376052856
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",144.313568115
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",87.5950393677
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",146.704193115
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",171.316818237
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",149.428787231
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",251.618286133
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",212.462677002
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",87.5462036133
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",159.561050415
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",173.633361816
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",137.810653687
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",267.417877197
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",77.8422470093
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",136.799530029
B,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",140.949310303
B,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",125.311714172
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",72.45703125
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",136.971511841
B,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",133.029418945
B,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",114.486488342
C,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",229.942337036
C,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",274.049804688
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",76.8923034668
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",142.000045776
B,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",151.396896362
B,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",125.585670471
C,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",248.179763794
C,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",266.99508667
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",88.0015716553
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",149.493789673
B,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",170.148376465
B,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",142.109207153
C,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",285.098449707
C,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",291.312164307
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",84.1170578003
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",155.024688721
B,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",163.636322021
B,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",135.692367554
C,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",275.764282227
C,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",309.873535156
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",84.5310668945
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",160.677276611
B,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",178.984405518
B,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",141.690887451
C,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",285.724914551
C,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",287.757385254
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",139.222747803
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",128.965957642
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",179.324951172
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",73.7491226196
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",143.485687256
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",127.065177917
B,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",106.763847351
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",81.1478652954
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",155.743255615
B,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",136.221054077
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",201.652282715
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",68.5005645752
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",144.195007324
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",127.173294067
B,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",117.502906799
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",180.905639648
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",172.391265869
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",70.2222671509
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",146.391876221
B,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",115.301345825
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",191.589797974
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",179.198730469
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",75.5946884155
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",146.458023071
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",132.386672974
B,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",116.830284119
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",200.924057007
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",72.3269729614
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",127.239532471
B,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",138.765289307
B,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",110.99899292
C,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",193.877410889
C,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",167.818069458
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",72.0906600952
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",130.459121704
B,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",154.090545654
